MONTH,WEEKOFMONTH,DAYOFWEEK,MAKE,ACCIDENTAREA,DAYOFWEEKCLAIMED,MONTHCLAIMED,WEEKOFMONTHCLAIMED,SEX,MARITALSTATUS,AGE,FAULT,POLICYTYPE,VEHICLECATEGORY,VEHICLEPRICE,REPNUMBER,DEDUCTIBLE,DRIVERRATING,DAYS_POLICY_ACCIDENT,DAYS_POLICY_CLAIM,PASTNUMBEROFCLAIMS,AGEOFVEHICLE,AGEOFPOLICYHOLDER,POLICEREPORTFILED,WITNESSPRESENT,AGENTTYPE,NUMBEROFSUPPLIMENTS,ADDRESSCHANGE_CLAIM,NUMBEROFCARS,YEAR,BASEPOLICY,FRAUDFOUND
May,2,Thursday,Toyota,Urban,Friday,May,2,Male,Single,26,Third_Party,Sedan-Collision,Sedan,30000_to_39000,5,400,1,more_than_30,more_than_30,1,6_years,31_to_35,No,No,Internal,none,1_year,1-vehicle,1996,Collision,No
Jun,3,Monday,Honda,Rural,Friday,Jun,4,Female,Single,32,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,11,400,4,more_than_30,more_than_30,2_to_4,3_years,31_to_35,No,No,External,none,no_change,1-vehicle,1996,Liability,No
Jun,1,Tuesday,Pontiac,Urban,Thursday,Jun,2,Male,Married,45,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,13,400,3,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,3_to_5,no_change,1-vehicle,1996,All_Perils,No
Apr,2,Wednesday,Pontiac,Rural,Monday,Apr,3,Male,Married,51,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,2,400,3,more_than_30,more_than_30,2_to_4,more_than_7,41_to_50,No,No,External,more_than_5,no_change,1-vehicle,1996,Liability,No
Apr,2,Sunday,Honda,Urban,Monday,Apr,2,Male,Married,36,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,2,400,3,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,3_to_5,no_change,1-vehicle,1996,Liability,No
Mar,5,Tuesday,Honda,Urban,Thursday,Mar,5,Male,Single,31,Policy_Holder,Sedan-All_Perils,Sedan,30000_to_39000,14,400,3,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1996,All_Perils,No
Mar,1,Thursday,Toyota,Urban,Monday,Mar,1,Male,Married,36,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,12,700,4,more_than_30,more_than_30,more_than_4,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1996,Liability,No
May,2,Sunday,Toyota,Rural,Thursday,May,2,Male,Single,30,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,14,400,4,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,1_to_2,no_change,1-vehicle,1995,Liability,No
Nov,4,Saturday,Pontiac,Urban,Monday,Nov,5,Male,Married,37,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,5,400,2,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,3_to_5,no_change,1-vehicle,1996,Liability,No
Apr,5,Sunday,Pontiac,Urban,Monday,May,4,Male,Married,48,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,1,700,3,more_than_30,more_than_30,none,more_than_7,41_to_50,No,No,External,none,no_change,1-vehicle,1996,All_Perils,No
Nov,3,Tuesday,Toyota,Urban,Wednesday,Nov,3,Male,Married,42,Policy_Holder,Sedan-All_Perils,Sedan,30000_to_39000,14,400,3,more_than_30,more_than_30,none,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1996,All_Perils,No
Aug,3,Sunday,Honda,Urban,Tuesday,Sep,3,Male,Divorced,27,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,7,400,4,8_to_15,more_than_30,1,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1996,Collision,No
Oct,3,Saturday,Pontiac,Urban,Wednesday,Nov,1,Male,Married,64,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,8,400,1,more_than_30,more_than_30,2_to_4,7_years,51_to_65,No,No,External,1_to_2,no_change,1-vehicle,1996,Collision,No
Mar,3,Wednesday,Mazda,Urban,Tuesday,Mar,4,Male,Married,30,Third_Party,Sport-Collision,Sport,more_than_69000,1,400,2,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1996,Collision,No
Mar,1,Monday,Pontiac,Urban,Tuesday,Mar,2,Male,Single,30,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,3,400,4,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1996,Collision,No
Feb,1,Friday,Mazda,Urban,Wednesday,Feb,2,Male,Single,35,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,5,400,2,more_than_30,more_than_30,none,5_years,31_to_35,No,No,External,none,no_change,1-vehicle,1996,Collision,No
Aug,2,Tuesday,Honda,Rural,Thursday,Aug,2,Male,Single,24,Third_Party,Sedan-Collision,Sedan,20000_to_29000,15,400,3,8_to_15,15_to_30,1,5_years,26_to_30,No,No,External,none,no_change,1-vehicle,1996,Collision,No
Sep,4,Wednesday,Chevrolet,Urban,Friday,Sep,5,Male,Single,32,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,14,400,4,more_than_30,more_than_30,more_than_4,6_years,31_to_35,No,No,External,3_to_5,no_change,1-vehicle,1996,Liability,No
Sep,2,Tuesday,Mazda,Urban,Wednesday,Sep,3,Male,Married,31,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,1,400,2,more_than_30,more_than_30,2_to_4,7_years,31_to_35,No,No,External,3_to_5,no_change,1-vehicle,1996,Liability,No
Jun,4,Tuesday,Pontiac,Urban,Wednesday,Jun,4,Male,Single,45,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,3,700,3,more_than_30,more_than_30,none,more_than_7,36_to_40,No,No,External,none,no_change,1-vehicle,1996,Collision,No
Jun,4,Wednesday,Mazda,Urban,Wednesday,Jun,5,Male,Married,60,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,14,400,1,more_than_30,more_than_30,more_than_4,more_than_7,51_to_65,No,No,External,3_to_5,no_change,1-vehicle,1996,Liability,No
Jun,2,Thursday,Mazda,Urban,Thursday,Jun,3,Male,Single,35,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,7,400,3,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,1_to_2,no_change,1-vehicle,1996,All_Perils,No
May,3,Sunday,Accura,Urban,Monday,May,3,Male,Married,36,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,1,400,4,more_than_30,more_than_30,none,7_years,36_to_40,No,No,External,3_to_5,no_change,1-vehicle,1996,Liability,No
Apr,5,Saturday,Toyota,Urban,Monday,May,1,Male,Married,34,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,10,400,2,more_than_30,more_than_30,2_to_4,7_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1996,All_Perils,No
Apr,4,Sunday,Honda,Urban,Monday,Apr,4,Male,Married,27,Third_Party,Sedan-Liability,Sport,20000_to_29000,1,400,1,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,none,4_to_8_years,2-vehicles,1996,Liability,No
May,2,Monday,Pontiac,Urban,Friday,May,2,Male,Married,48,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,4,400,4,more_than_30,more_than_30,2_to_4,5_years,41_to_50,No,No,External,none,no_change,1-vehicle,1996,Liability,No
Feb,3,Wednesday,Pontiac,Urban,Friday,Mar,1,Female,Married,27,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,15,400,2,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,3_to_5,no_change,1-vehicle,1996,Liability,No
May,2,Saturday,Honda,Urban,Tuesday,May,3,Male,Single,29,Third_Party,Sedan-Collision,Sedan,30000_to_39000,11,400,1,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,1_to_2,no_change,1-vehicle,1996,Collision,No
Jul,5,Friday,Honda,Urban,Friday,Aug,2,Male,Married,39,Third_Party,Sedan-Collision,Sedan,20000_to_29000,11,400,2,more_than_30,more_than_30,none,7_years,36_to_40,No,No,External,1_to_2,no_change,1-vehicle,1996,Collision,No
Oct,1,Sunday,Pontiac,Urban,Tuesday,Oct,1,Male,Married,29,Third_Party,Sedan-Collision,Sedan,less_than_20000,16,400,3,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1996,Collision,No
Sep,2,Monday,Mazda,Urban,Monday,Sep,2,Male,Married,30,Policy_Holder,Sedan-Liability,Sport,more_than_69000,8,400,2,more_than_30,more_than_30,none,7_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1996,Liability,No
Jun,3,Monday,Toyota,Urban,Tuesday,Jun,3,Male,Married,36,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,4,400,1,more_than_30,more_than_30,more_than_4,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1996,Liability,No
Oct,4,Friday,Chevrolet,Urban,Friday,Oct,4,Male,Married,36,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,10,700,2,more_than_30,more_than_30,more_than_4,7_years,36_to_40,No,No,External,1_to_2,no_change,1-vehicle,1996,Liability,No
May,3,Monday,Pontiac,Rural,Wednesday,May,3,Male,Married,26,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,10,400,4,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,3_to_5,no_change,1-vehicle,1996,All_Perils,No
Jun,4,Sunday,Honda,Urban,Monday,Jun,4,Male,Single,0,Policy_Holder,Sedan-Liability,Sport,more_than_69000,13,400,4,more_than_30,more_than_30,more_than_4,new,16_to_17,No,No,External,none,no_change,1-vehicle,1996,Liability,No
Apr,4,Monday,Toyota,Urban,Monday,Apr,4,Female,Married,31,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,3,400,1,more_than_30,more_than_30,none,7_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1996,Liability,No
Jun,4,Friday,Mazda,Urban,Thursday,Nov,1,Male,Married,31,Policy_Holder,Sport-Collision,Sport,more_than_69000,5,400,3,more_than_30,more_than_30,2_to_4,5_years,31_to_35,No,No,External,none,no_change,1-vehicle,1996,Collision,No
May,4,Tuesday,Honda,Urban,Thursday,May,4,Male,Married,34,Third_Party,Sedan-Liability,Sport,20000_to_29000,9,400,1,more_than_30,more_than_30,2_to_4,5_years,31_to_35,No,No,External,none,no_change,1-vehicle,1996,Liability,No
Aug,4,Friday,Mazda,Urban,Friday,Sep,1,Male,Single,26,Third_Party,Sedan-Liability,Sport,30000_to_39000,11,400,3,more_than_30,more_than_30,more_than_4,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1996,Liability,No
Oct,5,Monday,Pontiac,Urban,Wednesday,Nov,1,Male,Single,26,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,2,400,4,more_than_30,more_than_30,more_than_4,7_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1996,Collision,No
Aug,1,Tuesday,Ford,Urban,Wednesday,Aug,1,Male,Married,48,Policy_Holder,Sedan-All_Perils,Sedan,30000_to_39000,6,400,1,more_than_30,more_than_30,more_than_4,7_years,41_to_50,No,No,External,more_than_5,no_change,1-vehicle,1996,All_Perils,No
Oct,2,Sunday,Mazda,Urban,Tuesday,Oct,2,Male,Married,40,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,7,400,4,more_than_30,more_than_30,1,6_years,36_to_40,No,No,External,none,no_change,1-vehicle,1996,Liability,No
Nov,2,Thursday,Mazda,Urban,Thursday,Nov,2,Male,Married,41,Third_Party,Sedan-Collision,Sedan,30000_to_39000,11,400,1,more_than_30,more_than_30,2_to_4,7_years,36_to_40,Yes,No,External,3_to_5,no_change,1-vehicle,1996,Collision,No
Oct,3,Thursday,Ford,Urban,Tuesday,Oct,4,Male,Single,34,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,16,400,4,more_than_30,more_than_30,more_than_4,6_years,31_to_35,Yes,No,External,more_than_5,no_change,1-vehicle,1996,Collision,No
Sep,4,Saturday,Chevrolet,Urban,Monday,Oct,2,Male,Single,24,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,16,400,3,more_than_30,more_than_30,1,5_years,26_to_30,No,No,Internal,none,no_change,1-vehicle,1996,Liability,No
Feb,1,Wednesday,Toyota,Urban,Monday,Feb,2,Male,Married,44,Policy_Holder,Sedan-All_Perils,Sedan,more_than_69000,6,400,1,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,1_to_2,no_change,1-vehicle,1996,All_Perils,No
Jul,2,Wednesday,Pontiac,Urban,Friday,Jul,3,Male,Single,31,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,7,400,3,more_than_30,more_than_30,none,5_years,31_to_35,No,No,External,none,no_change,1-vehicle,1996,All_Perils,No
Jul,3,Friday,Pontiac,Urban,Wednesday,Jul,4,Male,Married,30,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,3,400,2,more_than_30,more_than_30,more_than_4,7_years,31_to_35,No,No,External,3_to_5,no_change,1-vehicle,1996,All_Perils,No
Nov,1,Tuesday,Pontiac,Urban,Friday,Dec,3,Female,Single,26,Third_Party,Sedan-Collision,Sedan,20000_to_29000,8,700,2,more_than_30,more_than_30,more_than_4,7_years,31_to_35,No,No,External,3_to_5,no_change,1-vehicle,1996,Collision,No
Jun,1,Saturday,Pontiac,Urban,Monday,Jun,2,Female,Married,36,Policy_Holder,Sedan-Liability,Sport,less_than_20000,7,400,3,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1996,Liability,No
May,2,Saturday,Pontiac,Urban,Friday,May,3,Male,Married,44,Third_Party,Sedan-Collision,Sedan,20000_to_29000,5,400,3,more_than_30,more_than_30,none,7_years,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1996,Collision,No
May,2,Monday,Toyota,Urban,Tuesday,Jun,2,Male,Married,39,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,15,400,2,more_than_30,more_than_30,more_than_4,7_years,36_to_40,No,No,External,3_to_5,4_to_8_years,2-vehicles,1996,Liability,No
May,1,Thursday,Pontiac,Urban,Thursday,May,1,Male,Married,32,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,3,400,1,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1996,All_Perils,No
Aug,3,Wednesday,Pontiac,Urban,Wednesday,Aug,3,Male,Married,75,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,3,400,1,more_than_30,more_than_30,none,7_years,over_65,No,No,External,3_to_5,no_change,1-vehicle,1996,Liability,No
Mar,4,Monday,Toyota,Urban,Friday,Apr,2,Male,Married,54,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,7,400,4,more_than_30,more_than_30,2_to_4,more_than_7,41_to_50,No,No,External,none,no_change,1-vehicle,1996,Liability,No
Mar,3,Sunday,Toyota,Urban,Wednesday,Mar,4,Male,Married,26,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,15,400,3,more_than_30,more_than_30,2_to_4,7_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1996,Liability,No
Dec,3,Thursday,Mazda,Urban,Tuesday,Dec,3,Male,Married,40,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,15,400,2,more_than_30,more_than_30,none,7_years,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1996,Collision,No
Apr,3,Monday,Toyota,Urban,Monday,Apr,3,Male,Single,26,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,13,400,4,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1996,Collision,No
Apr,3,Tuesday,Pontiac,Urban,Tuesday,Apr,3,Male,Married,46,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,4,400,3,more_than_30,more_than_30,2_to_4,more_than_7,41_to_50,No,No,External,1_to_2,no_change,1-vehicle,1996,Collision,No
Oct,2,Saturday,Chevrolet,Urban,Tuesday,Oct,3,Male,Married,47,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,16,400,1,more_than_30,more_than_30,none,more_than_7,41_to_50,No,No,External,more_than_5,no_change,1-vehicle,1996,Collision,No
Nov,4,Monday,Pontiac,Urban,Tuesday,Nov,4,Male,Married,73,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,11,400,2,more_than_30,more_than_30,none,more_than_7,over_65,No,No,External,none,no_change,1-vehicle,1996,Collision,No
Dec,5,Wednesday,Toyota,Urban,Monday,Jan,1,Male,Single,43,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,1,400,2,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1996,Liability,No
Jan,5,Monday,Mazda,Urban,Tuesday,Apr,1,Male,Married,42,Policy_Holder,Sedan-All_Perils,Sedan,more_than_69000,13,400,3,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1996,All_Perils,No
Feb,4,Monday,Honda,Urban,Tuesday,Feb,4,Male,Married,36,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,8,400,1,more_than_30,more_than_30,none,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1996,Collision,No
May,3,Thursday,Mazda,Urban,Friday,May,3,Male,Single,38,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,4,400,3,more_than_30,more_than_30,none,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1996,Collision,No
Nov,4,Sunday,Chevrolet,Urban,Monday,Nov,5,Male,Single,26,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,10,400,1,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,Liability,No
May,2,Thursday,Honda,Urban,Thursday,May,2,Male,Single,28,Policy_Holder,Sport-Collision,Sport,more_than_69000,6,400,1,more_than_30,more_than_30,none,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1996,Collision,No
Jun,3,Friday,Mazda,Urban,Friday,Jun,3,Male,Married,33,Third_Party,Sport-Collision,Sport,more_than_69000,5,400,1,more_than_30,more_than_30,1,6_years,31_to_35,No,No,External,none,4_to_8_years,2-vehicles,1996,Collision,No
Aug,3,Friday,Chevrolet,Urban,Tuesday,Sep,1,Male,Single,32,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,1,400,1,more_than_30,more_than_30,more_than_4,6_years,31_to_35,No,No,External,3_to_5,no_change,1-vehicle,1996,Collision,No
Mar,5,Wednesday,Pontiac,Rural,Friday,Apr,3,Female,Married,43,Policy_Holder,Sedan-All_Perils,Sedan,less_than_20000,15,400,4,more_than_30,more_than_30,none,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1996,All_Perils,No
Apr,1,Wednesday,Toyota,Urban,Thursday,Apr,2,Male,Married,38,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,1,400,3,more_than_30,more_than_30,none,7_years,36_to_40,No,No,External,3_to_5,no_change,1-vehicle,1996,All_Perils,No
Mar,5,Thursday,Mazda,Urban,Wednesday,Apr,1,Male,Single,56,Policy_Holder,Utility-All_Perils,Utility,more_than_69000,7,400,4,more_than_30,more_than_30,more_than_4,more_than_7,51_to_65,No,No,External,more_than_5,no_change,1-vehicle,1996,All_Perils,No
Mar,5,Monday,Pontiac,Rural,Wednesday,Apr,1,Male,Married,71,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,12,400,1,more_than_30,more_than_30,none,more_than_7,over_65,No,No,External,none,no_change,3_to_4,1996,Liability,No
Mar,4,Thursday,Toyota,Urban,Thursday,Apr,5,Male,Married,33,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,16,400,1,more_than_30,more_than_30,1,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1996,All_Perils,No
Mar,3,Thursday,Mazda,Urban,Thursday,Mar,3,Male,Married,26,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,16,400,2,more_than_30,more_than_30,none,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1996,Collision,No
Sep,1,Tuesday,Chevrolet,Urban,Tuesday,Sep,1,Male,Married,48,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,5,400,1,more_than_30,more_than_30,1,more_than_7,41_to_50,No,No,External,none,no_change,1-vehicle,1996,Collision,No
Apr,5,Saturday,Honda,Urban,Monday,Sep,3,Female,Single,45,Third_Party,Sedan-Collision,Sedan,20000_to_29000,12,400,2,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1996,Collision,No
Apr,1,Saturday,Honda,Urban,Thursday,Apr,2,Male,Single,0,Policy_Holder,Sedan-Liability,Sport,more_than_69000,9,400,1,more_than_30,more_than_30,2_to_4,new,16_to_17,No,No,External,none,no_change,1-vehicle,1996,Liability,No
Mar,1,Saturday,Honda,Urban,Monday,Mar,1,Male,Married,52,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,4,400,4,more_than_30,more_than_30,2_to_4,more_than_7,41_to_50,No,No,External,more_than_5,no_change,1-vehicle,1996,Liability,No
Feb,3,Monday,Chevrolet,Urban,Monday,Feb,3,Female,Single,37,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,5,400,4,more_than_30,more_than_30,none,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1996,Liability,No
Feb,1,Friday,Pontiac,Urban,Monday,Feb,1,Male,Married,45,Policy_Holder,Utility-All_Perils,Utility,more_than_69000,4,400,4,more_than_30,more_than_30,2_to_4,more_than_7,36_to_40,No,No,External,1_to_2,no_change,1-vehicle,1996,All_Perils,No
Jun,5,Thursday,Toyota,Urban,Thursday,Jun,5,Male,Married,27,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,14,400,1,more_than_30,more_than_30,1,7_years,31_to_35,No,No,External,3_to_5,no_change,1-vehicle,1996,Collision,No
Nov,5,Tuesday,Honda,Rural,Wednesday,Nov,5,Male,Married,26,Policy_Holder,Sedan-Collision,Sedan,more_than_69000,10,400,2,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1996,Collision,No
Dec,1,Thursday,Chevrolet,Rural,Monday,Dec,2,Male,Married,35,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,14,400,1,more_than_30,more_than_30,1,7_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1996,Liability,No
Oct,4,Monday,Mazda,Urban,Monday,Oct,4,Male,Single,31,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,13,400,4,more_than_30,more_than_30,2_to_4,5_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1996,Liability,No
Jun,2,Wednesday,Mazda,Rural,Friday,Jun,3,Male,Single,27,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,4,400,4,more_than_30,more_than_30,none,7_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1996,All_Perils,No
Dec,3,Tuesday,Ford,Urban,Wednesday,Dec,4,Male,Married,33,Policy_Holder,Sedan-All_Perils,Sedan,30000_to_39000,7,400,2,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1996,All_Perils,No
Feb,1,Saturday,Pontiac,Urban,Monday,Feb,2,Male,Married,44,Policy_Holder,Sedan-All_Perils,Sedan,less_than_20000,1,400,3,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1996,All_Perils,No
Mar,2,Wednesday,Chevrolet,Urban,Thursday,Mar,3,Female,Married,31,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,11,400,3,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1996,All_Perils,No
Jun,1,Saturday,Mazda,Rural,Monday,Jun,1,Female,Married,69,Third_Party,Sedan-Collision,Sedan,20000_to_29000,11,400,2,more_than_30,more_than_30,2_to_4,more_than_7,over_65,No,No,External,none,no_change,1-vehicle,1996,Collision,No
Sep,1,Monday,Chevrolet,Urban,Tuesday,Sep,3,Male,Married,31,Policy_Holder,Utility-All_Perils,Utility,more_than_69000,8,400,2,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1996,All_Perils,No
Aug,4,Saturday,Honda,Urban,Friday,Oct,2,Male,Married,29,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,9,400,2,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,Liability,No
Mar,2,Tuesday,Mazda,Urban,Thursday,Mar,2,Female,Married,35,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,5,400,4,more_than_30,more_than_30,1,6_years,31_to_35,No,No,External,1_to_2,no_change,1-vehicle,1995,All_Perils,No
Jan,4,Thursday,Mazda,Urban,Tuesday,Sep,4,Male,Married,52,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,10,400,2,more_than_30,more_than_30,1,more_than_7,41_to_50,No,No,External,1_to_2,1_year,1-vehicle,1995,All_Perils,No
Jul,2,Sunday,VW,Urban,Wednesday,Jul,2,Male,Married,39,Policy_Holder,Sedan-Liability,Sport,40000_to_59000,3,400,4,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1995,Liability,No
Mar,1,Thursday,Mazda,Rural,Thursday,Mar,1,Male,Single,32,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,12,400,1,more_than_30,more_than_30,2_to_4,5_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Jan,5,Friday,Honda,Urban,Wednesday,Feb,1,Male,Married,54,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,8,400,3,more_than_30,more_than_30,2_to_4,more_than_7,41_to_50,No,No,External,1_to_2,no_change,1-vehicle,1995,Liability,No
Jul,4,Tuesday,Honda,Urban,Wednesday,Jul,4,Male,Single,44,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,12,400,2,more_than_30,more_than_30,none,more_than_7,36_to_40,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Oct,3,Monday,Toyota,Rural,Monday,Dec,1,Male,Married,45,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,10,400,2,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Oct,3,Monday,Pontiac,Urban,Monday,Oct,3,Male,Married,61,Policy_Holder,Utility-All_Perils,Utility,more_than_69000,5,400,4,more_than_30,more_than_30,2_to_4,more_than_7,51_to_65,No,No,External,more_than_5,no_change,1-vehicle,1995,All_Perils,No
Feb,2,Friday,Honda,Urban,Monday,Feb,3,Male,Married,31,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,11,400,3,more_than_30,more_than_30,more_than_4,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1996,Collision,No
Feb,1,Tuesday,Pontiac,Urban,Tuesday,Feb,1,Male,Single,46,Policy_Holder,Sedan-All_Perils,Sedan,30000_to_39000,2,400,2,more_than_30,more_than_30,none,more_than_7,41_to_50,Yes,Yes,External,none,no_change,1-vehicle,1996,All_Perils,No
Jan,4,Monday,Honda,Urban,Wednesday,Jan,4,Male,Married,62,Third_Party,Sedan-All_Perils,Sedan,more_than_69000,2,400,4,more_than_30,more_than_30,none,new,51_to_65,No,No,External,none,no_change,1-vehicle,1996,All_Perils,No
